-122.6382575	166.4228875
-121.6614805	165.4538291
-120.6770466	164.4925501
-119.6850175	163.5391112
-118.6854558	162.5935722
-117.6784244	161.6559928
-116.6639867	160.7264318
-115.6422064	159.8049479
-114.613148	158.891599
-113.5768761	157.9864426
-112.5334561	157.0895357
-111.4829535	156.2009347
-110.4254344	155.3206955
-109.3609656	154.4488736
-108.2896138	153.5855238
-107.2114466	152.7307004
-106.1265318	151.8844573
-105.0349378	151.0468477
-103.9367331	150.2179244
-102.8319869	149.3977394
-101.7207688	148.5863444
-100.6031487	147.7837906
-99.47919686	146.9901283
-98.34898412	146.2054076
-97.21258157	145.4296778
-96.07006074	144.6629877
-94.92149353	143.9053857
-93.76695224	143.1569193
-92.60650952	142.4176358
-91.4402384	141.6875816
-90.26821231	140.9668026
-89.09050498	140.2553443
-87.90719055	139.5532514
-86.7183435	138.8605681
-85.52403864	138.177338
-84.32435114	137.5036041
-83.1193565	136.8394088
-81.90913057	136.1847939
-80.69374952	135.5398006
-79.47328982	134.9044695
-78.24782831	134.2788406
-77.0174421	133.6629532
-75.78220863	133.0568462
-74.54220564	132.4605576
-73.29751118	131.874125
-72.04820359	131.2975853
-70.79436148	130.7309748
-69.53606378	130.1743292
-68.27338967	129.6276835
-67.00641864	129.091072
-65.73523041	128.5645286
-64.45990499	128.0480864
-63.18052265	127.5417779
-61.89716391	127.0456349
-60.60990953	126.5596888
-59.31884055	126.0839701
-58.0240382	125.6185086
-56.72558398	125.1633338
-55.42355962	124.7184742
-54.11804706	124.2839579
-52.80912846	123.8598122
-51.4968862	123.4460638
-50.18140288	123.0427388
-48.86276128	122.6498625
-47.5410444	122.2674596
-46.21633542	121.8955542
-44.88871772	121.5341698
-43.55827484	121.183329
-42.22509054	120.843054
-40.88924871	120.5133662
-39.55083342	120.1942863
-38.20992892	119.8858344
-36.86661959	119.5880299
-35.52098998	119.3008915
-34.17312479	119.0244374
-32.82310883	118.7586849
-31.47102708	118.5036507
-30.11696464	118.259351
-28.76100672	118.025801
-27.40323866	117.8030155
-26.04374592	117.5910085
-24.68261406	117.3897934
-23.31992875	117.1993828
-21.95577575	117.0197886
-20.59024091	116.8510223
-19.22341018	116.6930943
-17.85536959	116.5460147
-16.48620523	116.4097927
-15.11600328	116.284437
-13.74484996	116.1699552
-12.37283159	116.0663548
-11.0000345	115.9736422
-9.626545105	115.8918232
-8.252449842	115.8209029
-6.877835192	115.760886
-5.502787671	115.711776
-4.127393821	115.6735762
-2.751740204	115.6462889
-1.3759134	115.6299158
2.70E-15	115.624458
0.260854017	115.6252283
0.521698935	115.6275391
0.782525656	115.6313905
1.043325083	115.6367821
1.304088119	115.643714
1.564805669	115.6521857
1.825468639	115.6621971
2.086067937	115.6737477
2.346594474	115.6868372
2.607039163	115.7014651
2.867392918	115.7176309
3.12764666	115.735334
3.387791311	115.7545739
3.647817796	115.7753498
3.907717046	115.797661
4.167479997	115.8215068
4.427097587	115.8468863
4.686560761	115.8737986
4.94586047	115.9022428
5.204987668	115.9322179
5.463933318	115.9637228
5.722688388	115.9967565
5.981243852	116.0313178
6.239590692	116.0674055
6.497719897	116.1050184
6.755622463	116.144155
7.013289396	116.1848141
7.270711707	116.2269943
7.527880418	116.270694
7.784786558	116.3159118
8.041421168	116.362646
8.297775295	116.4108951
8.553839999	116.4606573
8.809606347	116.5119309
9.065065419	116.5647142
9.320208303	116.6190053
9.575026102	116.6748022
9.829509927	116.7321031
10.0836509	116.790906
10.33744016	116.8512088
10.59086885	116.9130093
10.84392814	116.9763055
